"","game_id","temp","home_team","away_team","total","season","season_type","total_line","Home_Off_EPA","Away_Off_EPA","Home_Def_EPA","Away_Def_EPA"
"1593","2005_15_CAR_NO",55,"NO","CAR",37,2005,"REG",40.5,-0.11867388461471,-0.010387301991095,0.0303152914375174,-0.130366907596946
"1594","2005_15_CIN_DET",70,"DET","CIN",58,2005,"REG",44,-0.118531551053573,0.108983914897027,-0.0240871429614933,0.00475666080665209
"1595","2005_15_CLE_OAK",56,"LV","CLE",16,2005,"REG",40.5,-0.0288768572521961,-0.139169438388484,0.0289201997088099,-0.00305085691986002
"1596","2005_15_DAL_WAS",44,"WAS","DAL",42,2005,"REG",36,0.00624285158451598,-0.0350126803988263,-0.0597767097672811,-0.0495253655063652
"1597","2005_15_DEN_BUF",28,"BUF","DEN",45,2005,"REG",35,-0.101424085237262,0.0975268759891199,0.0663817389319859,-0.0681279691694047
"1598","2005_15_GB_BAL",29,"BAL","GB",51,2005,"REG",33,-0.107625567673903,-0.0686416479058193,-0.110502583934606,-0.0716833434115159
"1599","2005_15_KC_NYG",39,"NYG","KC",44,2005,"REG",45.5,0.0430315652352229,0.096754710949669,-0.0570744300351305,0.00328856347024256
"1600","2005_15_NYJ_MIA",78,"MIA","NYJ",44,2005,"REG",35.5,-0.049531704140494,-0.146941896925682,-0.0524387968202921,-3.55328460382173e-05
"1601","2005_15_PHI_STL",70,"LA","PHI",33,2005,"REG",44,-0.0297478533716776,-0.115152064676556,0.0469577972646683,-0.0371740833680555
"1602","2005_15_PIT_MIN",70,"MIN","PIT",21,2005,"REG",41.5,-0.0844771165549081,0.0427473936290587,-0.0431009633235432,-0.0887501451715207
"1603","2005_15_SD_IND",70,"IND","LAC",43,2005,"REG",51,0.192326058233844,0.0870493573793553,-0.0549449147458369,-0.0228154032831086
"1604","2005_15_SEA_TEN",45,"TEN","SEA",52,2005,"REG",45,-0.111760246448645,0.145398841282284,0.0549863899459798,-0.0595749899009258
"1605","2005_15_SF_JAX",49,"JAX","SF",19,2005,"REG",39.5,0.0187121887910962,-0.217495047202926,-0.0719151847172815,0.0836805488415536
"1606","2005_15_TB_NE",38,"NE","TB",28,2005,"REG",36,0.0698127326048743,-0.0617791227280807,0.0192493486027918,-0.108463170379405
"1607","2005_16_ATL_TB",66,"TB","ATL",51,2005,"REG",37.5,-0.0617791227280807,-0.0178380779653821,-0.108463170379405,-0.0256559131358161
"1608","2005_16_BUF_CIN",51,"CIN","BUF",64,2005,"REG",44,0.108983914897027,-0.101424085237262,0.00475666080665209,0.0663817389319859
"1609","2005_16_CHI_GB",34,"GB","CHI",41,2005,"REG",31,-0.0686416479058193,-0.155309107204251,-0.0716833434115159,-0.174365632411494
"1610","2005_16_DAL_CAR",60,"CAR","DAL",44,2005,"REG",38.5,-0.010387301991095,-0.0350126803988263,-0.130366907596946,-0.0495253655063652
"1611","2005_16_DET_NO",70,"NO","DET",25,2005,"REG",37.5,-0.11867388461471,-0.118531551053573,0.0303152914375174,-0.0240871429614933
"1612","2005_16_IND_SEA",57,"SEA","IND",41,2005,"REG",47,0.145398841282284,0.192326058233844,-0.0595749899009258,-0.0549449147458369
"1613","2005_16_JAX_HOU",70,"HOU","JAX",58,2005,"REG",38,-0.095312629141428,0.0187121887910962,0.118496629972284,-0.0719151847172815
"1614","2005_16_MIN_BAL",43,"BAL","MIN",53,2005,"REG",34,-0.107625567673903,-0.0844771165549081,-0.110502583934606,-0.0431009633235432
"1615","2005_16_NE_NYJ",41,"NYJ","NE",52,2005,"REG",37.5,-0.146941896925682,0.0698127326048743,-3.55328460382173e-05,0.0192493486027918
"1616","2005_16_NYG_WAS",50,"WAS","NYG",55,2005,"REG",38,0.00624285158451598,0.0430315652352229,-0.0597767097672811,-0.0570744300351305
"1617","2005_16_OAK_DEN",52,"DEN","LV",25,2005,"REG",42.5,0.0975268759891199,-0.0288768572521961,-0.0681279691694047,0.0289201997088099
"1618","2005_16_PHI_ARI",75,"ARI","PHI",48,2005,"REG",39.5,-0.0707437710930109,-0.115152064676556,-0.0625113114417077,-0.0371740833680555
"1619","2005_16_PIT_CLE",44,"CLE","PIT",41,2005,"REG",33,-0.139169438388484,0.0427473936290587,-0.00305085691986002,-0.0887501451715207
"1620","2005_16_SD_KC",42,"KC","LAC",27,2005,"REG",49.5,0.096754710949669,0.0870493573793553,0.00328856347024256,-0.0228154032831086
"1621","2005_16_SF_STL",70,"LA","SF",44,2005,"REG",42,-0.0297478533716776,-0.217495047202926,0.0469577972646683,0.0836805488415536
"1622","2005_16_TEN_MIA",77,"MIA","TEN",34,2005,"REG",43,-0.049531704140494,-0.111760246448645,-0.0524387968202921,0.0549863899459798
"1623","2005_17_ARI_IND",70,"IND","ARI",30,2005,"REG",43.5,0.192326058233844,-0.0707437710930109,-0.0549449147458369,-0.0625113114417077
"1624","2005_17_BAL_CLE",39,"CLE","BAL",36,2005,"REG",37,-0.139169438388484,-0.107625567673903,-0.00305085691986002,-0.110502583934606
"1625","2005_17_BUF_NYJ",35,"NYJ","BUF",56,2005,"REG",37.5,-0.146941896925682,-0.101424085237262,-3.55328460382173e-05,0.0663817389319859
"1626","2005_17_CAR_ATL",70,"ATL","CAR",55,2005,"REG",42,-0.0178380779653821,-0.010387301991095,-0.0256559131358161,-0.130366907596946
"1627","2005_17_CHI_MIN",70,"MIN","CHI",44,2005,"REG",35,-0.0844771165549081,-0.155309107204251,-0.0431009633235432,-0.174365632411494
"1628","2005_17_CIN_KC",52,"KC","CIN",40,2005,"REG",47,0.096754710949669,0.108983914897027,0.00328856347024256,0.00475666080665209
"1629","2005_17_DEN_SD",61,"LAC","DEN",30,2005,"REG",44,0.0870493573793553,0.0975268759891199,-0.0228154032831086,-0.0681279691694047
"1630","2005_17_DET_PIT",39,"PIT","DET",56,2005,"REG",35.5,0.0427473936290587,-0.118531551053573,-0.0887501451715207,-0.0240871429614933
"1631","2005_17_HOU_SF",56,"SF","HOU",37,2005,"REG",37.5,-0.217495047202926,-0.095312629141428,0.0836805488415536,0.118496629972284
"1632","2005_17_MIA_NE",25,"NE","MIA",54,2005,"REG",37,0.0698127326048743,-0.049531704140494,0.0192493486027918,-0.0524387968202921
"1633","2005_17_NO_TB",74,"TB","NO",40,2005,"REG",37.5,-0.0617791227280807,-0.11867388461471,-0.108463170379405,0.0303152914375174
"1634","2005_17_NYG_OAK",57,"LV","NYG",51,2005,"REG",44,-0.0288768572521961,0.0430315652352229,0.0289201997088099,-0.0570744300351305
"1635","2005_17_SEA_GB",34,"GB","SEA",40,2005,"REG",40.5,-0.0686416479058193,0.145398841282284,-0.0716833434115159,-0.0595749899009258
"1636","2005_17_STL_DAL",75,"DAL","LA",30,2005,"REG",43,-0.0350126803988263,-0.0297478533716776,-0.0495253655063652,0.0469577972646683
"1637","2005_17_TEN_JAX",69,"JAX","TEN",53,2005,"REG",38,0.0187121887910962,-0.111760246448645,-0.0719151847172815,0.0549863899459798
"1638","2005_17_WAS_PHI",43,"PHI","WAS",51,2005,"REG",37,-0.115152064676556,0.00624285158451598,-0.0371740833680555,-0.0597767097672811
"1639","2005_18_CAR_NYG",44,"NYG","CAR",23,2005,"POST",43.5,0.0430315652352229,-0.010387301991095,-0.0570744300351305,-0.130366907596946
"1640","2005_18_JAX_NE",24,"NE","JAX",31,2005,"POST",37.5,0.0698127326048743,0.0187121887910962,0.0192493486027918,-0.0719151847172815
"1641","2005_18_PIT_CIN",61,"CIN","PIT",48,2005,"POST",44,0.108983914897027,0.0427473936290587,0.00475666080665209,-0.0887501451715207
"1642","2005_18_WAS_TB",52,"TB","WAS",27,2005,"POST",37.5,-0.0617791227280807,0.00624285158451598,-0.108463170379405,-0.0597767097672811
"1643","2005_19_CAR_CHI",40,"CHI","CAR",50,2005,"POST",31,-0.155309107204251,-0.010387301991095,-0.174365632411494,-0.130366907596946
"1644","2005_19_NE_DEN",54,"DEN","NE",40,2005,"POST",44,0.0975268759891199,0.0698127326048743,-0.0681279691694047,0.0192493486027918
"1645","2005_19_PIT_IND",70,"IND","PIT",39,2005,"POST",46.5,0.192326058233844,0.0427473936290587,-0.0549449147458369,-0.0887501451715207
"1646","2005_19_WAS_SEA",44,"SEA","WAS",30,2005,"POST",41,0.145398841282284,0.00624285158451598,-0.0595749899009258,-0.0597767097672811
"1647","2005_20_CAR_SEA",48,"SEA","CAR",48,2005,"POST",43,0.145398841282284,-0.010387301991095,-0.0595749899009258,-0.130366907596946
"1648","2005_20_PIT_DEN",34,"DEN","PIT",51,2005,"POST",41,0.0975268759891199,0.0427473936290587,-0.0681279691694047,-0.0887501451715207
"1649","2005_21_SEA_PIT",70,"PIT","SEA",31,2005,"POST",47,0.0427473936290587,0.145398841282284,-0.0887501451715207,-0.0595749899009258
"1650","2006_01_ATL_CAR",86,"CAR","ATL",26,2006,"REG",39,-0.0823351418011362,-0.0507734853523444,-0.0577519089827225,-0.0231339779123197
"1651","2006_01_BAL_TB",87,"TB","BAL",27,2006,"REG",33,-0.187604768646713,-0.0184852226114512,0.00437318677109763,-0.24217890556013
"1652","2006_01_BUF_NE",63,"NE","BUF",36,2006,"REG",41,0.0545458366483633,-0.0951418540030635,-0.116355978010225,-0.0366070389034417
"1653","2006_01_CHI_GB",62,"GB","CHI",26,2006,"REG",35,-0.076498227308219,-0.0599643640601766,-0.0733692429659732,-0.174567385774021
"1654","2006_01_CIN_KC",67,"KC","CIN",33,2006,"REG",49.5,-0.00565969548408573,0.0326825025354278,-0.019623547025797,0.0235150279754112
"1655","2006_01_DAL_JAX",82,"JAX","DAL",41,2006,"REG",36.5,0.0179151358498718,0.0743644182389981,-0.103791010027924,-0.0175121659013006
"1656","2006_01_DEN_STL",70,"LA","DEN",28,2006,"REG",46,0.0278876662570569,-0.0555883190238965,0.000809754647248788,-0.0629641254170794
"1657","2006_01_IND_NYG",71,"NYG","IND",47,2006,"REG",47.5,-0.0196715281367756,0.155533374722074,-0.0267981144972591,0.0717631332406686
"1658","2006_01_MIA_PIT",69,"PIT","MIA",45,2006,"REG",34.5,-0.0137491974745432,-0.107601926675618,-0.075708839182916,-0.10554132348174
"1659","2006_01_MIN_WAS",65,"WAS","MIN",35,2006,"REG",35.5,-0.00533239369267631,-0.154170938540427,0.103399736943843,-0.132464493498525
"1660","2006_01_NO_CLE",68,"CLE","NO",33,2006,"REG",36,-0.202629073382676,0.0749962863622285,-0.00377196242739156,-0.0366296371918877
"1661","2006_01_NYJ_TEN",85,"TEN","NYJ",39,2006,"REG",35,-0.0975775946228683,-0.0374811308970491,0.0525561434647167,-0.0196527170541183
"1662","2006_01_PHI_HOU",70,"HOU","PHI",34,2006,"REG",37,-0.0642449680712249,0.0525376479690107,0.0202333412977089,-0.0847825987215818
"1663","2006_01_SD_OAK",74,"LV","LAC",27,2006,"REG",41.5,-0.267967028167564,0.131442557877758,-0.0696555186135996,-0.0800842081910066
"1664","2006_01_SEA_DET",70,"DET","SEA",15,2006,"REG",44,-0.117950421017448,-0.0877558305263566,0.0220769842386257,-0.0324265020563052
"1665","2006_01_SF_ARI",70,"ARI","SF",61,2006,"REG",44,-0.055084636062193,-0.088113532157524,-0.0489220224497915,0.0443290255603613
"1666","2006_02_ARI_SEA",61,"SEA","ARI",31,2006,"REG",48,-0.0877558305263566,-0.055084636062193,-0.0324265020563052,-0.0489220224497915
"1667","2006_02_BUF_MIA",86,"MIA","BUF",22,2006,"REG",37,-0.107601926675618,-0.0951418540030635,-0.10554132348174,-0.0366070389034417
"1668","2006_02_CAR_MIN",70,"MIN","CAR",29,2006,"REG",37.5,-0.154170938540427,-0.0823351418011362,-0.132464493498525,-0.0577519089827225
"1669","2006_02_CLE_CIN",79,"CIN","CLE",51,2006,"REG",40.5,0.0326825025354278,-0.202629073382676,0.0235150279754112,-0.00377196242739156
"1670","2006_02_DET_CHI",68,"CHI","DET",41,2006,"REG",32,-0.0599643640601766,-0.117950421017448,-0.174567385774021,0.0220769842386257
"1671","2006_02_HOU_IND",70,"IND","HOU",67,2006,"REG",47,0.155533374722074,-0.0642449680712249,0.0717631332406686,0.0202333412977089
"1672","2006_02_KC_DEN",61,"DEN","KC",15,2006,"REG",38,-0.0555883190238965,-0.00565969548408573,-0.0629641254170794,-0.019623547025797
"1673","2006_02_NE_NYJ",84,"NYJ","NE",41,2006,"REG",38.5,-0.0374811308970491,0.0545458366483633,-0.0196527170541183,-0.116355978010225
"1674","2006_02_NO_GB",78,"GB","NO",61,2006,"REG",40.5,-0.076498227308219,0.0749962863622285,-0.0733692429659732,-0.0366296371918877
"1675","2006_02_NYG_PHI",79,"PHI","NYG",54,2006,"REG",42,0.0525376479690107,-0.0196715281367756,-0.0847825987215818,-0.0267981144972591
"1676","2006_02_OAK_BAL",80,"BAL","LV",34,2006,"REG",34,-0.0184852226114512,-0.267967028167564,-0.24217890556013,-0.0696555186135996
"1677","2006_02_PIT_JAX",79,"JAX","PIT",9,2006,"REG",36.5,0.0179151358498718,-0.0137491974745432,-0.103791010027924,-0.075708839182916
"1678","2006_02_STL_SF",68,"SF","LA",33,2006,"REG",44.5,-0.088113532157524,0.0278876662570569,0.0443290255603613,0.000809754647248788
"1679","2006_02_TB_ATL",70,"ATL","TB",17,2006,"REG",36,-0.0507734853523444,-0.187604768646713,-0.0231339779123197,0.00437318677109763
"1680","2006_02_TEN_SD",88,"LAC","TEN",47,2006,"REG",38.5,0.131442557877758,-0.0975775946228683,-0.0800842081910066,0.0525561434647167
"1681","2006_02_WAS_DAL",73,"DAL","WAS",37,2006,"REG",37,0.0743644182389981,-0.00533239369267631,-0.0175121659013006,0.103399736943843
"1682","2006_03_ATL_NO",70,"NO","ATL",26,2006,"REG",45,0.0749962863622285,-0.0507734853523444,-0.0366296371918877,-0.0231339779123197
"1683","2006_03_BAL_CLE",68,"CLE","BAL",29,2006,"REG",33,-0.202629073382676,-0.0184852226114512,-0.00377196242739156,-0.24217890556013
"1684","2006_03_CAR_TB",89,"TB","CAR",50,2006,"REG",33.5,-0.187604768646713,-0.0823351418011362,0.00437318677109763,-0.0577519089827225
"1685","2006_03_CHI_MIN",70,"MIN","CHI",35,2006,"REG",35,-0.154170938540427,-0.0599643640601766,-0.132464493498525,-0.174567385774021
"1686","2006_03_CIN_PIT",69,"PIT","CIN",48,2006,"REG",42,-0.0137491974745432,0.0326825025354278,-0.075708839182916,0.0235150279754112
"1687","2006_03_DEN_NE",68,"NE","DEN",24,2006,"REG",38.5,0.0545458366483633,-0.0555883190238965,-0.116355978010225,-0.0629641254170794
"1688","2006_03_GB_DET",70,"DET","GB",55,2006,"REG",41,-0.117950421017448,-0.076498227308219,0.0220769842386257,-0.0733692429659732
"1689","2006_03_JAX_IND",70,"IND","JAX",35,2006,"REG",41.5,0.155533374722074,0.0179151358498718,0.0717631332406686,-0.103791010027924
"1690","2006_03_NYG_SEA",65,"SEA","NYG",72,2006,"REG",43,-0.0877558305263566,-0.0196715281367756,-0.0324265020563052,-0.0267981144972591
"1691","2006_03_NYJ_BUF",65,"BUF","NYJ",48,2006,"REG",33,-0.0951418540030635,-0.0374811308970491,-0.0366070389034417,-0.0196527170541183
"1692","2006_03_PHI_SF",66,"SF","PHI",62,2006,"REG",42.5,-0.088113532157524,0.0525376479690107,0.0443290255603613,-0.0847825987215818
"1693","2006_03_STL_ARI",70,"ARI","LA",30,2006,"REG",45,-0.055084636062193,0.0278876662570569,-0.0489220224497915,0.000809754647248788
"1694","2006_03_TEN_MIA",88,"MIA","TEN",23,2006,"REG",36,-0.107601926675618,-0.0975775946228683,-0.10554132348174,0.0525561434647167
"1695","2006_03_WAS_HOU",70,"HOU","WAS",46,2006,"REG",37.5,-0.0642449680712249,-0.00533239369267631,0.0202333412977089,0.103399736943843
"1696","2006_04_ARI_ATL",70,"ATL","ARI",42,2006,"REG",41,-0.0507734853523444,-0.055084636062193,-0.0231339779123197,-0.0489220224497915
"1697","2006_04_CLE_OAK",63,"LV","CLE",45,2006,"REG",33.5,-0.267967028167564,-0.202629073382676,-0.0696555186135996,-0.00377196242739156
"1698","2006_04_DAL_TEN",75,"TEN","DAL",59,2006,"REG",37,-0.0975775946228683,0.0743644182389981,0.0525561434647167,-0.0175121659013006
"1699","2006_04_DET_STL",70,"LA","DET",75,2006,"REG",42,0.0278876662570569,-0.117950421017448,0.000809754647248788,0.0220769842386257
"1700","2006_04_GB_PHI",59,"PHI","GB",40,2006,"REG",49.5,0.0525376479690107,-0.076498227308219,-0.0847825987215818,-0.0733692429659732
"1701","2006_04_IND_NYJ",62,"NYJ","IND",59,2006,"REG",46.5,-0.0374811308970491,0.155533374722074,-0.0196527170541183,0.0717631332406686
"1702","2006_04_JAX_WAS",72,"WAS","JAX",66,2006,"REG",33.5,-0.00533239369267631,0.0179151358498718,0.103399736943843,-0.103791010027924
"1703","2006_04_MIA_HOU",70,"HOU","MIA",32,2006,"REG",41,-0.0642449680712249,-0.107601926675618,0.0202333412977089,-0.10554132348174
"1704","2006_04_MIN_BUF",58,"BUF","MIN",29,2006,"REG",34.5,-0.0951418540030635,-0.154170938540427,-0.0366070389034417,-0.132464493498525
"1705","2006_04_NE_CIN",75,"CIN","NE",51,2006,"REG",46,0.0326825025354278,0.0545458366483633,0.0235150279754112,-0.116355978010225
"1706","2006_04_NO_CAR",82,"CAR","NO",39,2006,"REG",41,-0.0823351418011362,0.0749962863622285,-0.0577519089827225,-0.0366296371918877
"1707","2006_04_SD_BAL",68,"BAL","LAC",29,2006,"REG",33.5,-0.0184852226114512,0.131442557877758,-0.24217890556013,-0.0800842081910066
"1708","2006_04_SEA_CHI",69,"CHI","SEA",43,2006,"REG",37,-0.0599643640601766,-0.0877558305263566,-0.174567385774021,-0.0324265020563052
"1709","2006_04_SF_KC",82,"KC","SF",41,2006,"REG",39,-0.00565969548408573,-0.088113532157524,-0.019623547025797,0.0443290255603613
"1710","2006_05_BAL_DEN",39,"DEN","BAL",16,2006,"REG",33,-0.0555883190238965,-0.0184852226114512,-0.0629641254170794,-0.24217890556013
"1711","2006_05_BUF_CHI",56,"CHI","BUF",47,2006,"REG",34.5,-0.0599643640601766,-0.0951418540030635,-0.174567385774021,-0.0366070389034417
"1712","2006_05_CLE_CAR",60,"CAR","CLE",32,2006,"REG",38,-0.0823351418011362,-0.202629073382676,-0.0577519089827225,-0.00377196242739156
"1713","2006_05_DAL_PHI",70,"PHI","DAL",62,2006,"REG",43.5,0.0525376479690107,0.0743644182389981,-0.0847825987215818,-0.0175121659013006
"1714","2006_05_DET_MIN",70,"MIN","DET",43,2006,"REG",41,-0.154170938540427,-0.117950421017448,-0.132464493498525,0.0220769842386257
"1715","2006_05_KC_ARI",70,"ARI","KC",43,2006,"REG",40,-0.055084636062193,-0.00565969548408573,-0.0489220224497915,-0.019623547025797
"1716","2006_05_MIA_NE",65,"NE","MIA",30,2006,"REG",36.5,0.0545458366483633,-0.107601926675618,-0.116355978010225,-0.10554132348174
"1717","2006_05_NYJ_JAX",75,"JAX","NYJ",41,2006,"REG",38.5,0.0179151358498718,-0.0374811308970491,-0.103791010027924,-0.0196527170541183
"1718","2006_05_OAK_SF",65,"SF","LV",54,2006,"REG",39,-0.088113532157524,-0.267967028167564,0.0443290255603613,-0.0696555186135996
"1719","2006_05_PIT_SD",67,"LAC","PIT",36,2006,"REG",37,0.131442557877758,-0.0137491974745432,-0.0800842081910066,-0.075708839182916
"1720","2006_05_STL_GB",69,"GB","LA",43,2006,"REG",46.5,-0.076498227308219,0.0278876662570569,-0.0733692429659732,0.000809754647248788
"1721","2006_05_TB_NO",70,"NO","TB",45,2006,"REG",34.5,0.0749962863622285,-0.187604768646713,-0.0366296371918877,0.00437318677109763
"1722","2006_05_TEN_IND",70,"IND","TEN",27,2006,"REG",47.5,0.155533374722074,-0.0975775946228683,0.0717631332406686,0.0525561434647167
"1723","2006_05_WAS_NYG",66,"NYG","WAS",22,2006,"REG",46,-0.0196715281367756,-0.00533239369267631,-0.0267981144972591,0.103399736943843
"1724","2006_06_BUF_DET",70,"DET","BUF",37,2006,"REG",41,-0.117950421017448,-0.0951418540030635,0.0220769842386257,-0.0366070389034417
"1725","2006_06_CAR_BAL",58,"BAL","CAR",44,2006,"REG",33.5,-0.0184852226114512,-0.0823351418011362,-0.24217890556013,-0.0577519089827225
"1726","2006_06_CHI_ARI",70,"ARI","CHI",47,2006,"REG",40,-0.055084636062193,-0.0599643640601766,-0.0489220224497915,-0.174567385774021
"1727","2006_06_CIN_TB",77,"TB","CIN",27,2006,"REG",44,-0.187604768646713,0.0326825025354278,0.00437318677109763,0.0235150279754112
"1728","2006_06_HOU_DAL",66,"DAL","HOU",40,2006,"REG",43.5,0.0743644182389981,-0.0642449680712249,-0.0175121659013006,0.0202333412977089
"1729","2006_06_KC_PIT",52,"PIT","KC",52,2006,"REG",37,-0.0137491974745432,-0.00565969548408573,-0.075708839182916,-0.019623547025797
"1730","2006_06_MIA_NYJ",57,"NYJ","MIA",37,2006,"REG",36,-0.0374811308970491,-0.107601926675618,-0.0196527170541183,-0.10554132348174
"1731","2006_06_NYG_ATL",70,"ATL","NYG",41,2006,"REG",41,-0.0507734853523444,-0.0196715281367756,-0.0231339779123197,-0.0267981144972591
"1732","2006_06_OAK_DEN",64,"DEN","LV",16,2006,"REG",36,-0.0555883190238965,-0.267967028167564,-0.0629641254170794,-0.0696555186135996
"1733","2006_06_PHI_NO",70,"NO","PHI",51,2006,"REG",47,0.0749962863622285,0.0525376479690107,-0.0366296371918877,-0.0847825987215818
"1734","2006_06_SD_SF",57,"SF","LAC",67,2006,"REG",41.5,-0.088113532157524,0.131442557877758,0.0443290255603613,-0.0800842081910066
"1735","2006_06_SEA_STL",70,"LA","SEA",58,2006,"REG",45,0.0278876662570569,-0.0877558305263566,0.000809754647248788,-0.0324265020563052
"1736","2006_06_TEN_WAS",59,"WAS","TEN",47,2006,"REG",39,-0.00533239369267631,-0.0975775946228683,0.103399736943843,0.0525561434647167
"1737","2006_07_ARI_OAK",67,"LV","ARI",31,2006,"REG",39.5,-0.267967028167564,-0.055084636062193,-0.0696555186135996,-0.0489220224497915
"1738","2006_07_CAR_CIN",48,"CIN","CAR",31,2006,"REG",44,0.0326825025354278,-0.0823351418011362,0.0235150279754112,-0.0577519089827225
"1739","2006_07_DEN_CLE",48,"CLE","DEN",24,2006,"REG",31,-0.202629073382676,-0.0555883190238965,-0.00377196242739156,-0.0629641254170794
"1740","2006_07_DET_NYJ",57,"NYJ","DET",55,2006,"REG",43.5,-0.0374811308970491,-0.117950421017448,-0.0196527170541183,0.0220769842386257
"1741","2006_07_GB_MIA",86,"MIA","GB",58,2006,"REG",40,-0.107601926675618,-0.076498227308219,-0.10554132348174,-0.0733692429659732
"1742","2006_07_JAX_HOU",70,"HOU","JAX",34,2006,"REG",39.5,-0.0642449680712249,0.0179151358498718,0.0202333412977089,-0.103791010027924
"1743","2006_07_MIN_SEA",60,"SEA","MIN",44,2006,"REG",40,-0.0877558305263566,-0.154170938540427,-0.0324265020563052,-0.132464493498525
"1744","2006_07_NE_BUF",50,"BUF","NE",34,2006,"REG",35.5,-0.0951418540030635,0.0545458366483633,-0.0366070389034417,-0.116355978010225
"1745","2006_07_NYG_DAL",63,"DAL","NYG",58,2006,"REG",43.5,0.0743644182389981,-0.0196715281367756,-0.0175121659013006,-0.0267981144972591
"1746","2006_07_PHI_TB",88,"TB","PHI",44,2006,"REG",42,-0.187604768646713,0.0525376479690107,0.00437318677109763,-0.0847825987215818
"1747","2006_07_PIT_ATL",70,"ATL","PIT",79,2006,"REG",39.5,-0.0507734853523444,-0.0137491974745432,-0.0231339779123197,-0.075708839182916
"1748","2006_07_SD_KC",40,"KC","LAC",57,2006,"REG",38,-0.00565969548408573,0.131442557877758,-0.019623547025797,-0.0800842081910066
"1749","2006_07_WAS_IND",70,"IND","WAS",58,2006,"REG",47,0.155533374722074,-0.00533239369267631,0.0717631332406686,0.103399736943843
"1750","2006_08_ARI_GB",45,"GB","ARI",45,2006,"REG",44.5,-0.076498227308219,-0.055084636062193,-0.0733692429659732,-0.0489220224497915
"1751","2006_08_ATL_CIN",56,"CIN","ATL",56,2006,"REG",44.5,0.0326825025354278,-0.0507734853523444,0.0235150279754112,-0.0231339779123197
"1752","2006_08_BAL_NO",70,"NO","BAL",57,2006,"REG",37,0.0749962863622285,-0.0184852226114512,-0.0366296371918877,-0.24217890556013
"1753","2006_08_DAL_CAR",53,"CAR","DAL",49,2006,"REG",41,-0.0823351418011362,0.0743644182389981,-0.0577519089827225,-0.0175121659013006
"1754","2006_08_HOU_TEN",72,"TEN","HOU",50,2006,"REG",41,-0.0975775946228683,-0.0642449680712249,0.0525561434647167,0.0202333412977089
"1755","2006_08_IND_DEN",70,"DEN","IND",65,2006,"REG",40,-0.0555883190238965,0.155533374722074,-0.0629641254170794,0.0717631332406686
"1756","2006_08_JAX_PHI",53,"PHI","JAX",19,2006,"REG",39,0.0525376479690107,0.0179151358498718,-0.0847825987215818,-0.103791010027924
"1757","2006_08_NE_MIN",70,"MIN","NE",38,2006,"REG",39.5,-0.154170938540427,0.0545458366483633,-0.132464493498525,-0.116355978010225
"1758","2006_08_NYJ_CLE",46,"CLE","NYJ",33,2006,"REG",37,-0.202629073382676,-0.0374811308970491,-0.00377196242739156,-0.0196527170541183
"1759","2006_08_PIT_OAK",62,"LV","PIT",33,2006,"REG",39,-0.267967028167564,-0.0137491974745432,-0.0696555186135996,-0.075708839182916
"1760","2006_08_SEA_KC",67,"KC","SEA",63,2006,"REG",36.5,-0.00565969548408573,-0.0877558305263566,-0.019623547025797,-0.0324265020563052
"1761","2006_08_SF_CHI",46,"CHI","SF",51,2006,"REG",41.5,-0.0599643640601766,-0.088113532157524,-0.174567385774021,0.0443290255603613
"1762","2006_08_STL_SD",72,"LAC","LA",62,2006,"REG",45,0.131442557877758,0.0278876662570569,-0.0800842081910066,0.000809754647248788
"1763","2006_08_TB_NYG",53,"NYG","TB",20,2006,"REG",38.5,-0.0196715281367756,-0.187604768646713,-0.0267981144972591,0.00437318677109763
"1764","2006_09_ATL_DET",70,"DET","ATL",44,2006,"REG",47.5,-0.117950421017448,-0.0507734853523444,0.0220769842386257,-0.0231339779123197
"1765","2006_09_CIN_BAL",50,"BAL","CIN",46,2006,"REG",41.5,-0.0184852226114512,0.0326825025354278,-0.24217890556013,0.0235150279754112
"1766","2006_09_CLE_SD",87,"LAC","CLE",57,2006,"REG",41,0.131442557877758,-0.202629073382676,-0.0800842081910066,-0.00377196242739156
"1767","2006_09_DAL_WAS",51,"WAS","DAL",41,2006,"REG",41,-0.00533239369267631,0.0743644182389981,0.103399736943843,-0.0175121659013006
"1768","2006_09_DEN_PIT",53,"PIT","DEN",51,2006,"REG",36.5,-0.0137491974745432,-0.0555883190238965,-0.075708839182916,-0.0629641254170794
"1769","2006_09_GB_BUF",47,"BUF","GB",34,2006,"REG",41,-0.0951418540030635,-0.076498227308219,-0.0366070389034417,-0.0733692429659732
"1770","2006_09_HOU_NYG",46,"NYG","HOU",24,2006,"REG",43,-0.0196715281367756,-0.0642449680712249,-0.0267981144972591,0.0202333412977089
"1771","2006_09_IND_NE",31,"NE","IND",47,2006,"REG",48,0.0545458366483633,0.155533374722074,-0.116355978010225,0.0717631332406686
"1772","2006_09_KC_STL",70,"LA","KC",48,2006,"REG",48,0.0278876662570569,-0.00565969548408573,0.000809754647248788,-0.019623547025797
"1773","2006_09_MIA_CHI",54,"CHI","MIA",44,2006,"REG",37,-0.0599643640601766,-0.107601926675618,-0.174567385774021,-0.10554132348174
"1774","2006_09_MIN_SF",62,"SF","MIN",12,2006,"REG",42.5,-0.088113532157524,-0.154170938540427,0.0443290255603613,-0.132464493498525
